Known As,Full Name,Overall,Potential,Value,Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage,Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating
D. Thompson,Dominic Thompson,64,73,1300000,"LWB,LB",LWB,England,https://cdn.sofifa.net/players/244/196/23_60.png,21,183,75,1602,351,Blackpool,2000,2700000,LB,2025,23,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,75,39,55,58,58,66,66,35,50,55,32,56,44,36,52,59,77,74,65,57,61,46,68,75,66,39,55,58,52,54,45,55,56,61,61,12,13,6,7,9,54,57,54,54,54,57,57,61,58,61,64,60,64,64,61,64,17
A. Al Ahrak,Abdullah Al Ahrak,64,68,0,"CAM,CM",CAM,Qatar,https://cdn.sofifa.net/players/268/773/23_60.png,25,175,71,1616,343,Free agent,0,0,-,-,-,2022,-,Right,3,3,1,Qatar,https://cdn.sofifa.net/flags/qa.png,SUB,20,Medium,Low,68,58,62,65,38,52,58,50,39,65,55,64,57,51,63,66,67,68,71,60,65,66,41,48,58,68,44,35,63,64,59,61,37,38,42,9,14,12,10,9,61,63,62,62,62,63,66,64,62,64,54,53,54,52,47,52,18
İ. Yılmaz,İbrahim Yılmaz,64,64,600000,"CF,ST",ST,Turkey,https://cdn.sofifa.net/players/203/493/23_60.png,28,184,76,1549,338,İstanbulspor,4000,1200000,ST,2027,9,2016,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium,71,61,51,65,28,62,36,69,66,63,49,62,30,34,57,67,75,67,68,68,76,53,72,61,71,54,39,22,67,48,59,59,38,15,11,8,7,16,8,13,64,62,64,64,64,62,64,63,59,63,47,47,47,45,43,45,18
K. Testud,Kévin Testud,64,64,575000,"LM,RM,ST",LM,France,https://cdn.sofifa.net/players/269/285/23_60.png,30,180,66,1515,323,FC Annecy,1000,1000000,SUB,2023,12,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,64,59,63,64,25,48,66,68,37,66,64,65,61,58,65,66,69,59,58,54,66,53,41,47,56,42,33,22,63,56,64,57,24,23,23,10,10,9,8,9,61,63,61,61,61,63,64,64,59,64,48,46,48,45,37,45,16
M. Jeannin,Mehdi Jeannin,64,64,300000,GK,GK,Algeria,https://cdn.sofifa.net/players/204/773/23_60.png,31,187,81,1064,369,FC Sochaux-Montbéliard,1000,525000,SUB,2023,30,2020,-,Right,2,1,1,-,-,-,-,Medium,Medium,66,62,65,66,49,61,15,9,16,31,10,10,10,9,19,22,49,50,37,55,57,49,59,27,71,8,19,21,18,11,15,52,10,19,18,66,62,65,61,66,30,24,25,25,25,24,25,27,25,27,28,27,28,28,29,28,64
Feng Xiaoting,Xiaoting Feng,64,64,100000,CB,CB,China PR,https://cdn.sofifa.net/players/175/589/23_60.png,36,186,78,1612,324,Shanghai Shenhua FC,2000,155000,RES,2022,6,2021,-,Right,4,2,1,-,-,-,-,High,High,38,45,62,54,64,61,50,41,68,68,48,52,52,52,66,57,42,34,38,57,72,50,60,34,72,40,66,60,60,67,54,57,67,63,61,11,11,15,11,13,55,52,54,54,54,52,58,56,61,56,57,64,57,58,64,58,19
A. Ríos,Andrés Ríos,64,64,475000,"ST,CAM,CM",ST,Argentina,https://cdn.sofifa.net/players/181/989/23_60.png,32,178,78,1766,363,Defensa y Justicia,4000,713000,RES,2023,18,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,57,63,63,64,37,79,55,61,63,66,62,62,63,56,65,63,61,54,71,61,68,70,75,77,80,61,78,24,64,64,69,68,40,40,22,13,16,12,15,15,64,62,63,63,63,62,64,64,63,64,52,55,52,50,52,50,22
E. Ebanks-Landell,Ethan Ebanks-Landell,64,64,500000,CB,CB,England,https://cdn.sofifa.net/players/201/958/23_60.png,29,188,88,1506,332,Rochdale,3000,875000,CB,2024,6,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Low,High,51,43,50,47,63,78,51,39,61,52,35,44,32,29,52,49,49,52,47,60,45,57,73,61,90,45,68,60,33,52,36,52,64,64,62,10,8,8,7,11,52,47,47,47,47,47,50,51,54,51,59,61,59,60,64,60,17
Paulo Vitor,Paulo Vitor Fernandes Pereira,64,72,1300000,"RW,ST",RW,Brazil,https://cdn.sofifa.net/players/239/334/23_60.png,23,168,65,1637,349,Rio Ave FC,5000,0,RES,2023,11,2020,TRUE,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,82,60,50,68,40,49,50,63,60,54,48,68,46,42,32,64,84,80,83,60,86,55,66,64,44,59,40,41,58,57,73,56,38,36,31,13,6,15,6,15,63,64,63,63,63,64,63,64,56,64,54,48,54,53,47,53,18
R. Leak,Ryan Leak,64,66,675000,CB,CB,Wales,https://cdn.sofifa.net/players/241/894/23_60.png,24,191,83,1414,311,Salford City,4000,1200000,CB,2024,26,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,Low,Medium,51,31,43,51,63,72,30,23,62,56,30,50,27,24,50,52,52,50,42,60,48,53,78,57,82,26,66,63,29,38,33,56,64,63,62,6,13,10,8,7,48,43,45,45,45,43,47,48,52,48,57,61,57,58,66,58,16
David Alba,David Alba Fernández,64,75,1200000,CB,CB,Spain,https://cdn.sofifa.net/players/243/430/23_60.png,23,188,77,1266,265,CD Leganés,2000,2200000,SUB,2023,37,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,36,22,42,40,66,59,25,16,67,64,21,26,26,29,45,57,34,38,31,55,55,36,73,35,70,19,57,64,22,26,32,46,59,72,68,7,15,7,6,9,41,35,37,37,37,35,41,40,48,40,54,60,54,57,66,57,16
L. Clarkson,Leighton Clarkson,64,79,1400000,"CM,CAM,CDM",CM,England,https://cdn.sofifa.net/players/252/134/23_60.png,20,175,66,1713,354,Aberdeen,14000,0,CAM,2023,29,2019,TRUE,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,66,50,65,66,55,52,56,44,48,70,48,65,58,66,68,65,68,64,71,62,79,53,57,61,48,61,51,54,53,66,50,57,54,58,56,14,15,14,7,9,58,61,60,60,60,61,65,64,66,64,62,62,62,61,57,61,19
T. Banega,Tiago Banega,64,72,1300000,CM,CAM,Argentina,https://cdn.sofifa.net/players/255/462/23_60.png,23,177,67,1721,369,Patronato,4000,0,SUB,2022,6,2020,TRUE,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,69,59,65,68,48,60,53,57,51,73,51,67,59,64,71,69,68,69,72,57,73,65,62,67,60,62,51,45,53,61,53,61,45,51,53,6,10,5,8,10,63,63,63,63,63,63,67,66,66,66,60,61,60,59,55,59,16
D. Donnarumma,Daniele Donnarumma,64,64,500000,LB,LB,Italy,https://cdn.sofifa.net/players/204/775/23_60.png,30,183,75,1708,362,Cittadella,800,775000,LB,2023,17,2020,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,76,46,58,57,57,68,64,38,61,62,44,52,54,47,54,58,73,79,75,59,70,62,69,75,67,44,59,49,55,53,53,54,58,61,58,10,15,7,7,16,58,58,56,56,56,58,58,61,59,61,64,61,64,64,62,64,19
Henrique Jocú,Henrique Jocú,64,74,1200000,CDM,CDM,Guinea Bissau,https://cdn.sofifa.net/players/263/144/23_60.png,20,177,71,1635,351,Portimonense SC,1000,2800000,SUB,2024,6,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium,66,41,57,61,63,63,49,36,56,65,35,59,47,32,67,63,64,68,62,57,71,54,73,64,59,39,68,61,43,50,41,53,63,67,66,10,15,9,12,10,54,55,54,54,54,55,58,59,61,59,64,65,64,64,65,64,19
Cheng Jin,Jin Cheng,64,64,625000,"LM,CDM",LM,China PR,https://cdn.sofifa.net/players/222/440/23_60.png,27,175,65,1611,343,Zhejiang Professional FC,3000,969000,LM,2027,22,2014,-,Right,3,2,1,-,-,-,-,High,Low,69,57,63,65,41,48,67,58,44,66,54,67,50,45,61,60,62,75,76,47,80,64,42,67,40,47,47,30,60,62,58,55,36,49,48,9,6,15,10,9,60,62,61,61,61,62,64,64,61,64,57,53,57,55,47,55,15
M. Romero,Matías Romero,64,67,750000,"CM,RWB,CDM",RM,Argentina,https://cdn.sofifa.net/players/226/024/23_60.png,26,179,72,1753,378,Club Atlético Banfield,4000,1100000,SUB,2024,4,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,72,57,60,66,59,64,58,59,54,64,45,67,36,50,59,66,72,72,72,67,66,57,61,75,61,58,56,65,63,62,45,53,55,60,58,15,16,14,14,11,64,65,64,64,64,65,66,67,66,67,66,65,66,65,62,65,22
Bikoro,Federico Bikoro Akieme Nchama,64,67,700000,"CDM,CM",CDM,Equatorial Guinea,https://cdn.sofifa.net/players/242/408/23_60.png,26,185,72,1636,357,Sandefjord Fotball,1000,928000,SUB,2024,22,2022,-,Left,2,2,1,-,-,-,-,Medium,Medium,64,46,60,55,62,70,58,46,50,64,36,50,44,40,62,62,67,62,56,55,62,50,65,66,74,42,64,62,51,62,44,56,64,64,66,8,6,11,8,15,56,56,55,55,55,56,59,60,62,60,64,65,64,64,65,64,16
O. Dovin,Oliver Dovin,64,77,1200000,GK,GK,Sweden,https://cdn.sofifa.net/players/255/976/23_60.png,19,187,75,892,346,Hammarby IF,550,2300000,GK,2024,24,2020,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium,68,64,61,66,25,62,10,6,11,23,9,10,14,10,20,15,23,27,21,45,39,46,51,26,43,6,21,13,7,32,11,23,8,10,14,68,64,61,62,66,21,17,19,19,19,17,21,21,23,21,20,22,20,20,21,20,65
D. Cornell,David Cornell,64,64,300000,GK,GK,Wales,https://cdn.sofifa.net/players/190/179/23_60.png,31,188,79,1064,352,Preston North End,6000,570000,SUB,2024,25,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,Medium,Medium,64,63,62,64,36,63,16,13,11,29,14,11,16,11,30,23,38,34,47,56,50,47,58,18,64,12,32,17,12,30,21,49,9,12,17,64,63,62,63,64,28,24,25,25,25,24,27,26,27,26,24,27,24,24,27,24,64
A. Lebeau,Adrien Lebeau,64,73,1300000,"CAM,LM",CAM,France,https://cdn.sofifa.net/players/251/107/23_60.png,22,175,69,1693,360,SV Waldhof Mannheim 07,1000,2100000,SUB,2023,20,2021,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,76,54,62,70,47,51,57,53,42,66,47,71,61,64,58,67,81,71,83,53,78,59,53,52,47,52,59,44,55,65,56,52,41,54,51,5,8,15,11,14,60,64,62,62,62,64,66,66,62,66,59,57,59,57,52,57,17
M. Cholewiak,Mateusz Cholewiak,64,64,475000,"LM,LWB,ST",LM,Poland,https://cdn.sofifa.net/players/242/915/23_60.png,32,183,78,1729,385,Górnik Zabrze,2000,641000,LF,2023,11,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,High,High,83,62,57,63,57,63,55,62,57,64,52,62,56,49,62,64,82,83,71,58,63,70,57,71,68,60,41,52,51,47,55,56,58,59,57,8,7,5,10,13,64,63,62,62,62,63,63,64,62,64,64,61,64,64,60,64,17
O. Johansson,Oscar Johansson,64,64,625000,"RM,CAM",RM,Sweden,https://cdn.sofifa.net/players/223/379/23_60.png,27,178,73,1712,365,IFK Värnamo,1000,781000,RM,2023,9,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/se.png,-,-,High,High,73,57,61,63,43,68,63,57,28,63,48,62,63,58,58,63,74,72,74,53,69,59,71,82,63,56,64,42,62,58,55,56,42,48,46,16,10,10,12,11,59,63,61,61,61,63,63,64,62,64,60,57,60,57,52,57,19
T. Al Ammar,Turki Al Ammar,64,73,1300000,"RW,CM,CAM",RM,Saudi Arabia,https://cdn.sofifa.net/players/241/809/23_60.png,22,178,70,1655,364,Al Shabab,7000,2500000,SUB,2024,7,2015,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,72,54,61,66,48,63,62,58,36,65,37,65,50,38,60,63,70,74,81,60,83,58,60,76,60,49,54,49,61,63,34,54,47,55,38,11,14,9,10,5,60,64,62,62,62,64,65,66,64,66,61,59,61,59,54,59,17
A. Patterson,Anthony Patterson,64,76,1300000,GK,GK,England,https://cdn.sofifa.net/players/246/417/23_60.png,22,189,87,988,341,Sunderland,3000,2700000,GK,2026,1,2018,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,63,61,63,65,24,65,13,3,8,48,8,6,10,13,48,9,19,32,40,63,37,47,45,21,58,4,28,8,4,55,12,36,5,14,13,63,61,63,65,65,23,21,23,23,23,21,30,26,33,26,23,30,23,22,24,22,65
G. Magnée,Gary Magnée,64,71,1100000,"CDM,RM,RWB",CDM,Belgium,https://cdn.sofifa.net/players/251/537/23_60.png,22,175,67,1606,348,KAS Eupen,2000,1800000,SUB,2027,15,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,High,68,32,59,66,61,62,53,25,57,68,27,64,36,29,64,68,76,62,68,63,80,44,62,62,58,32,72,60,57,58,34,51,59,64,60,9,9,14,7,5,54,59,57,57,57,59,62,63,64,63,64,65,64,64,64,64,16
D. Schierl,Domenik Schierl,64,67,575000,GK,GK,Austria,https://cdn.sofifa.net/players/223/890/23_60.png,27,185,82,1113,359,Austria Lustenau,2000,877000,GK,2023,27,2022,-,Left,2,1,1,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium,63,65,60,62,43,66,18,11,20,23,16,17,35,20,24,25,41,46,31,56,55,45,56,41,68,15,19,24,10,10,24,24,9,20,18,63,65,60,66,62,29,24,24,24,24,24,24,27,26,27,29,28,29,29,29,29,65
M. Sipľak,Michal Sipľak,64,66,675000,"LWB,CB,LM",LWB,Slovakia,https://cdn.sofifa.net/players/239/762/23_60.png,26,184,80,1645,360,Cracovia,2000,962000,LM,2023,3,2017,-,Left,3,2,1,-,-,-,-,High,High,70,39,57,62,59,73,64,37,55,62,31,61,65,28,54,61,69,71,72,56,67,44,79,72,74,41,70,56,44,47,32,67,61,62,58,15,7,7,15,8,54,57,54,54,54,57,57,61,58,61,64,62,64,64,64,64,18
A. Koiki,Ali Koiki,64,69,850000,"LB,LWB",LWB,England,https://cdn.sofifa.net/players/240/786/23_60.png,22,187,81,1697,388,Northampton Town,4000,1600000,LB,2023,14,2021,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,87,54,54,61,58,74,59,54,54,57,49,62,49,34,49,58,88,86,69,56,64,59,46,76,81,52,59,58,53,53,52,57,57,59,57,14,11,6,9,7,62,61,59,59,59,61,61,64,59,64,65,61,65,64,62,64,17
M. Miller,Mickel Miller,64,65,625000,LWB,LM,England,https://cdn.sofifa.net/players/242/322/23_60.png,26,178,70,1766,383,Plymouth Argyle,3000,1100000,SUB,2024,14,2022,-,Left,4,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Low,83,62,58,66,55,59,63,63,58,60,55,65,53,54,49,62,84,83,80,62,79,63,57,74,60,59,39,53,62,57,66,56,55,55,52,5,13,13,8,5,65,65,64,64,64,65,65,65,61,65,64,58,64,64,58,64,16
Kwak Yoon Ho,Yoon Ho Kwak,64,67,675000,CB,CB,Korea Republic,https://cdn.sofifa.net/players/260/498/23_60.png,26,185,83,1400,313,Suwon FC,2000,894000,SUB,2022,4,2021,-,Right,3,2,1,-,-,-,-,Low,Medium,62,27,40,49,63,72,28,24,64,56,20,44,25,21,52,51,59,64,60,51,51,39,77,57,82,20,62,62,26,25,38,49,68,61,58,11,8,11,14,11,46,42,42,42,42,42,45,46,48,46,56,60,56,58,66,58,17
J. George,Jann George,64,64,575000,"CAM,RM,LM",ST,Germany,https://cdn.sofifa.net/players/225/939/23_60.png,29,176,80,1634,348,SpVgg Bayreuth,750,834000,SUB,2023,15,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,65,67,57,70,29,60,61,65,59,62,55,71,53,39,42,69,72,60,74,62,79,77,61,34,71,63,64,21,63,62,67,59,35,21,22,8,10,14,9,9,64,64,64,64,64,64,64,64,57,64,48,46,48,45,45,45,17
D. Wiebe,Danilo Wiebe,64,64,525000,"RB,CB,CDM",RB,Germany,https://cdn.sofifa.net/players/238/563/23_60.png,28,184,74,1629,354,Eintracht Braunschweig,4000,814000,SUB,2024,23,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,58,43,60,60,62,71,57,30,58,65,39,58,43,40,63,63,54,62,62,60,60,60,59,81,71,58,62,63,36,61,43,60,62,63,59,7,6,6,11,7,54,55,54,54,54,55,59,60,63,60,64,64,64,64,64,64,15
L. Ranger,Lars Mogstad Ranger,64,72,1200000,RWB,RWB,Norway,https://cdn.sofifa.net/players/243/603/23_60.png,23,176,72,1690,369,Lillestrøm SK,1000,1700000,SUB,2024,2,2018,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,High,Medium,82,48,54,60,56,69,58,48,52,56,40,58,52,38,52,58,83,81,75,55,75,54,73,81,64,42,67,56,55,50,40,54,54,60,57,15,9,11,13,8,58,59,57,57,57,59,59,62,58,62,64,60,64,64,61,64,18
C. Sandra,Cisse Sandra,64,80,1500000,"CAM,RW",CAM,Belgium,https://cdn.sofifa.net/players/260/577/23_60.png,18,184,76,1662,354,Club Brugge KV,2000,3000000,RES,2025,98,2021,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium,69,62,62,68,34,59,59,62,47,66,57,68,58,59,58,69,69,69,74,56,77,66,64,56,62,61,55,29,51,61,60,54,32,34,32,15,12,12,6,6,63,64,63,63,63,64,66,65,61,65,53,52,53,50,46,50,17
A. Fillon,Alexandre Fillon,64,66,625000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/269/282/23_60.png,27,176,70,1604,339,FC Annecy,1000,1100000,SUB,2023,19,2017,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,55,42,59,61,61,61,53,39,51,66,39,60,42,47,62,65,55,55,58,55,66,48,61,66,56,41,66,64,41,59,49,54,59,65,59,14,13,11,11,8,52,55,54,54,54,55,59,59,62,59,63,65,63,62,62,62,18
S. Ngobeni,Sifiso Ngobeni,64,69,800000,LB,LB,South Africa,https://cdn.sofifa.net/players/271/330/23_60.png,25,174,65,1491,332,Mamelodi Sundowns FC,500,1800000,RES,2023,37,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/za.png,-,-,Medium,Medium,74,23,49,62,60,64,58,21,56,59,19,60,41,20,48,61,73,75,75,60,76,28,67,68,65,20,56,60,32,32,24,45,59,61,61,11,12,14,10,9,47,52,48,48,48,52,52,57,53,57,64,60,64,64,62,64,18
E. Wichne,Eirik Wichne,64,69,800000,"RB,RWB",RB,Norway,https://cdn.sofifa.net/players/228/834/23_60.png,25,174,69,1686,363,Sarpsborg 08 FF,1000,1100000,RB,2023,32,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,78,41,59,60,58,67,60,34,44,63,37,55,53,49,62,62,80,76,72,60,75,58,59,73,66,38,62,56,53,53,45,47,63,58,56,11,13,13,12,15,55,58,56,56,56,58,59,62,60,62,64,63,64,64,61,64,20
N. Carnat,Nicolae Carnat,64,70,925000,"RW,ST,LW",CAM,Romania,https://cdn.sofifa.net/players/241/890/23_60.png,24,181,73,1658,365,CS Mioveni,2000,1400000,SUB,2023,31,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Medium,82,59,59,65,40,60,58,58,46,60,47,63,56,52,60,62,82,82,80,60,70,63,33,67,67,60,41,38,57,61,57,67,34,45,44,12,11,6,14,12,63,64,62,62,62,64,65,65,61,65,58,54,58,56,49,56,19
Zhao Yuhao,Yuhao Zhao,64,65,550000,"CB,CDM",CB,China PR,https://cdn.sofifa.net/players/222/435/23_60.png,29,181,81,1635,344,Henan Songshan Longmen FC,3000,894000,SUB,2022,18,2022,-,Right,2,2,1,-,-,-,-,Medium,Medium,62,39,52,55,63,73,34,31,62,62,46,49,35,36,59,59,63,61,58,63,69,44,79,75,75,43,64,65,57,53,46,55,65,62,59,13,15,15,8,10,55,52,53,53,53,52,57,57,60,57,61,65,61,63,65,63,19
Kim Bo Seop,Bo Seop Kim,64,70,925000,"RW,RWB",RM,Korea Republic,https://cdn.sofifa.net/players/237/027/23_60.png,24,183,73,1711,378,Incheon United FC,1000,1300000,RW,2022,27,2016,-,Right,3,2,1,-,-,-,-,Medium,Medium,83,60,55,65,45,70,54,57,53,57,45,67,51,43,52,61,84,82,80,51,66,66,63,83,67,63,61,43,67,57,55,52,44,45,45,12,9,5,9,14,64,64,63,63,63,64,64,66,60,66,59,55,59,58,54,58,17
M. Ajani,Marvin Ajani,64,64,600000,"RM,RB",RM,Germany,https://cdn.sofifa.net/players/228/632/23_60.png,28,188,86,1757,391,MSV Duisburg,2000,870000,RM,2023,20,2021,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,91,54,56,61,53,76,58,52,56,60,44,60,58,47,52,59,87,94,67,61,64,62,63,80,77,54,71,49,60,54,48,58,51,55,54,15,16,9,14,6,63,62,61,61,61,62,62,64,60,64,64,60,64,64,61,64,20
Rao Weihui,Weihui Rao,64,64,300000,"LWB,LB",LWB,China PR,https://cdn.sofifa.net/players/224/556/23_60.png,33,176,73,1631,346,Changchun Yatai FC,2000,465000,LWB,2027,31,2021,-,Left,3,2,1,-,-,-,-,Medium,Medium,71,37,54,56,61,67,61,38,56,58,21,55,65,57,58,54,72,70,63,58,70,24,70,76,63,44,64,58,49,35,53,56,65,62,58,13,9,11,6,15,51,54,51,51,51,54,54,58,56,58,64,61,64,64,63,64,18
M. Flores,Marcelo Flores,64,81,1500000,"LM,CAM,ST",CAM,Mexico,https://cdn.sofifa.net/players/259/717/23_60.png,18,163,65,1599,337,Real Oviedo,5000,0,SUB,2023,11,2020,TRUE,Right,3,3,1,-,https://cdn.sofifa.net/flags/mx.png,-,-,High,Low,77,57,60,67,34,42,50,57,42,66,54,66,59,46,62,62,82,73,83,61,81,60,57,57,32,53,42,31,56,63,58,66,34,34,33,7,7,14,8,9,60,63,62,62,62,63,66,65,61,65,53,50,53,51,42,51,16
M. Chaluš,Matěj Chaluš,64,70,850000,CB,CB,Czech Republic,https://cdn.sofifa.net/players/266/881/23_60.png,24,189,85,1419,313,Malmö FF,2000,1300000,SUB,2025,23,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/cz.png,-,-,Medium,Medium,64,32,38,40,66,73,34,28,58,48,33,32,29,32,37,43,62,65,45,60,50,46,68,71,80,27,59,68,22,31,45,47,64,68,65,5,14,10,12,8,45,40,40,40,40,40,41,45,46,45,59,59,59,62,66,62,17
H. Al Hazaa,Hazaa Al Hazaa,64,64,575000,ST,ST,Saudi Arabia,https://cdn.sofifa.net/players/213/377/23_60.png,30,175,65,1512,319,Al Tai,6000,949000,SUB,2024,99,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,High,Low,71,62,45,62,21,58,37,68,66,51,62,59,43,30,36,65,73,70,69,62,62,60,86,58,62,50,43,14,65,51,61,51,16,17,15,12,13,15,14,7,64,60,62,62,62,60,61,60,52,60,43,40,43,41,38,41,19
J. Davies,Jordan Davies,64,69,875000,CM,LM,Wales,https://cdn.sofifa.net/players/237/185/23_60.png,23,178,74,1807,377,Wrexham AFC,500,1900000,CM,2025,7,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,High,Medium,73,61,62,65,55,61,58,60,45,64,48,62,62,68,62,64,74,73,79,62,83,64,65,82,50,66,61,56,62,63,57,56,55,57,52,12,12,13,10,6,63,64,63,63,63,64,66,67,66,67,64,63,64,63,58,63,18
A. Da Silveira,Agustín Da Silveira,64,73,1200000,"CB,RB",CB,Uruguay,https://cdn.sofifa.net/players/260/737/23_60.png,21,179,78,1427,304,Club Atlético Peñarol,500,2800000,CB,2023,4,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Low,High,56,33,37,40,66,72,42,32,54,36,29,35,38,36,35,38,62,51,48,51,59,42,74,65,70,25,87,68,29,33,40,55,66,67,66,15,7,8,9,10,43,39,38,38,38,39,39,43,43,43,57,57,57,59,66,59,17
S. Saatçı,Serdar Saatçı,64,78,1300000,CB,CB,Turkey,https://cdn.sofifa.net/players/264/066/23_60.png,19,190,90,1408,309,SC Braga,2000,3400000,RES,2027,5,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium,62,30,38,44,64,71,36,24,58,48,30,40,28,27,34,45,64,60,52,54,50,42,70,61,79,28,66,61,28,31,43,45,65,67,66,14,8,13,8,8,45,42,41,41,41,42,43,45,45,45,57,57,57,60,66,60,17
F. Castro,Facundo Castro,64,66,725000,ST,ST,Argentina,https://cdn.sofifa.net/players/223/106/23_60.png,26,180,84,1527,334,Barracas Central,3000,1100000,SUB,2022,9,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,67,64,50,63,31,59,36,66,54,60,47,63,42,40,41,65,66,68,62,62,72,67,70,34,77,60,41,28,62,56,63,54,43,18,15,10,11,7,9,12,66,61,63,63,63,61,63,60,55,60,45,45,45,43,44,43,18
B. Bye,Bendik Bye,64,64,475000,"RM,ST",RM,Norway,https://cdn.sofifa.net/players/238/210/23_60.png,32,185,80,1632,349,Kristiansund BK,1000,594000,SUB,2022,13,2018,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,66,62,58,65,29,69,62,62,60,58,48,65,60,46,48,65,67,65,64,65,62,65,65,74,73,60,52,22,65,62,62,64,32,24,22,13,10,8,12,14,64,64,64,64,64,64,64,64,59,64,51,48,51,49,45,49,20
D. Popadiuc,Doru Popadiuc,64,64,625000,"LM,CM,RM",LM,Romania,https://cdn.sofifa.net/players/247/938/23_60.png,27,177,73,1617,354,AFC Chindia Târgoviște,2000,844000,SUB,2023,59,2021,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,High,Low,77,58,59,63,36,61,60,56,38,62,56,62,48,47,54,62,80,75,69,60,66,57,45,79,61,62,41,42,58,62,61,57,31,38,35,11,12,5,12,10,61,63,61,61,61,63,64,64,61,64,57,53,57,55,46,55,18
